StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Facilidad,Dificultad,Dificultad_1_TEXT,InfoUtil_1,PostuBene,Recomendar_NPS_GROUP,Recomendar,SelectMode.PP,SelectMode.under50,Comp1.PP,Comp2.PP,Comp3.PP,Comp4.PP,Comp5.PP,Comp6.PP,Comp7.PP,Curiosity_1,Confidence_1,Intro,Q18500,Q18500-repeat,Q15000,Q13500,Q12700,Q12400,Q13100,Q14300,Q14700,Q13900,Q16700,Q15900,Q15500,Q16300,Q17600,Q17100,Q18000,Q22200,Q24200,Q23200,Q23700,Q22700,Q25200,Q25800,Q24700,Q20300,Q19400,Q18900,Q19800,Q21200,Q20700,Q21700,MathChild,Confused,QMath1,QMath2,QMath3,LotteryRisk,Risk_Tende_1,Comentario_final,SC0,survey,show-up,age,UID,uemail,esfuerzo,total_reward,perfil,website,genero,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
2022-07-29 07:38:48,2022-07-29 07:49:48,IP Address,190.114.59.41,100,660,True,2022-07-29 07:49:49,R_2WPhmwoHh8HQa4G,,,,,-33.4513,-70.6653,anonymous,ES-ES,2,No,,4,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,7,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 20 y 30 años,10,100% probabilidades de ganar $720,1,Buena pero fue muy desconcertante no la entendí mucho,5,OE_USACH_NN,3500,64,5375-1-8-64-0,5375,2000,8500,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 07:36:16,2022-07-29 07:51:08,IP Address,190.166.238.171,100,892,True,2022-07-29 07:51:08,R_1CHDJEONtn5K8TX,,,,,18.3648,-68.825,anonymous,ES-ES,4,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,9,9,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Hoy,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,50% probabilidades de ganar $1.800 y 50% probabilidades de ganar $180,8,"Buena, me puso frente a la decisión de mi futura pensión, que como docente será baja.",7,OE_USACH_NN,3500,64,2281-2-3-64-0,2281,3000,9500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 07:44:32,2022-07-29 07:54:09,IP Address,186.67.104.150,100,577,True,2022-07-29 07:54:10,R_1eqjRWTbV30i8ww,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,8,No,Promotor,9,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,5,7,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,Peor que al promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,9,Interesante pero me equivoque en un par de cosas,3,OE_USACH_NN,3500,59,4412-1-1-59-0,4412,1500,8000,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 07:40:23,2022-07-29 07:54:29,IP Address,190.114.63.76,100,845,True,2022-07-29 07:54:29,R_30jGd1lbIR6czA7,,,,,-33.6141,-70.5893,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Dentro de 12 meses,Dentro de 12 meses,,Mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,4,"Interesante, instructiva,me da que pensar al momento de querer pensionarme, no es un tema menor, pero, igual hay mucha incertidumbre frente a mis ahorros en la afp, no me siento segura con ellos ahí, ya que, se sufren muchas pérdidas, por lo tanto, se ve poco incrementos en ellos, además que las afps se han adueñado y están lucrando de forma escandalosa a mi costa y no veo  beneficios a mi favor, ya que , cuando hay pérdidas me los cargan a mis ahorros y cuando hay ganancias NO.",4,OE_USACH_NN,3500,59,3349-2-1-59-0,3349,1500,8000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 07:31:17,2022-07-29 07:54:43,IP Address,186.103.188.62,100,1405,True,2022-07-29 07:54:44,R_1kZAIJFZMhO74Bn,,,,,-20.2234,-70.1456,anonymous,ES-ES,4,No,,7,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,No,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$200.000,8,8,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,Mucho mejor que el promedio,Totalmente en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,8,Fue fácil porque me informo sobre pensiones,4,OE_USACH_NN,3500,53,5733-1-1-53-0,5733,1000,7500,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 07:40:12,2022-07-29 07:57:07,IP Address,201.236.138.174,100,1015,True,2022-07-29 07:57:09,R_2f8OY83Awau8HtF,,,,,-37.2631,-72.6989,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$200.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Hoy,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,6,"Agradable. ",5,OE_USACH_NN,3500,51,3969-2-8-51-0,3969,2000,8500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 07:53:21,2022-07-29 08:01:08,IP Address,191.126.191.1,100,467,True,2022-07-29 08:01:09,R_yxyAoaSiDYjVFSx,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,100% probabilidades de ganar $720,10,Grata,6,OE_USACH_NN,3500,59,9042-1-2-59-0,9042,2500,9000,0,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 07:51:44,2022-07-29 08:01:44,IP Address,190.82.150.28,100,599,True,2022-07-29 08:01:44,R_3kv7fcpwBNr0Fjc,,,,,-33.5172,-70.7694,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,"Contactar a alguien para que lo/la asesore ",No,No sabe,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,9,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,9,"Me encanto, es entretenida, espero llegan más de este tipo de encuentas",3,OE_USACH_NN,3500,59,4143-2-3-59-0,4143,1500,8000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 07:44:48,2022-07-29 08:06:19,IP Address,201.223.167.199,100,1290,True,2022-07-29 08:06:19,R_302eCCCK00sxi41,,,,,-33.0081,-71.5197,anonymous,ES-ES,3,No,,5,Sí,Detractor,5,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,"Contactar a alguien para que lo/la asesore ",No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,5,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,5,"Me doy cuenta lo ignorante que puedo ser en cosas tan importantes como las pensiones ",3,OE_USACH_NN,3500,55,3830-2-3-55-0,3830,1000,7500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 07:58:06,2022-07-29 08:07:24,IP Address,163.247.84.4,100,558,True,2022-07-29 08:07:25,R_31uSL2TtNUg1I4C,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,Totalmente en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.800 y 50% probabilidades de ganar $180,3,Interesante,9,OE_USACH_NN,3500,60,9785-1-3-60-0,9785,3500,10000,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 07:58:48,2022-07-29 08:10:28,IP Address,186.11.66.21,100,700,True,2022-07-29 08:10:29,R_2VPYjwDuOZPdSUQ,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$200.000,10,9,,Dentro de 12 meses,,Hoy,,,,,,,,Hoy,,,,Hoy,,Hoy,,,,,,,,,,,,,,,,Mucho mejor que el promedio,Totalmente en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,7,"Excelente metodología de trabajo, amigable y de fácil comprensión, es una modalidad recomendable para futuros estudios.
Muchas gracias por la oportunidad de participar",6,OE_USACH_NN,3500,51,1451-1-3-51-0,1451,2500,9000,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 07:57:33,2022-07-29 08:15:48,IP Address,186.11.113.238,100,1094,True,2022-07-29 08:15:48,R_3erzQ541E7kyNkG,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,9,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,8,fue interesante pore ver y enterarme  de cosoas que no sabia,6,OE_USACH_NN,3500,60,6414-1-8-60-0,6414,2500,9000,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 08:18:44,2022-07-29 08:28:40,IP Address,186.174.28.169,100,596,True,2022-07-29 08:28:41,R_3sc92Pagk6CRmQq,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,No sabe,10,9,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.800 y 50% probabilidades de ganar $180,7,Algo confuso...con algunas de las preguntas,5,OE_USACH_NN,3500,56,7289-2-3-56-0,7289,2500,9000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:16:40,2022-07-29 08:28:42,IP Address,200.74.105.168,100,722,True,2022-07-29 08:28:42,R_3ly9N6LfSH0zFSc,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,Sí. ¿Cuál?,A veces el trámite tiene otro nombre al que uno piensa,8,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,7,4,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Hoy,,Hoy,,,,Peor que al promedio,Ni de acuerdo ni en desacuerdo,Entre $120.000.000 y $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,5,"ojalá me gane el dinero ",5,OE_USACH_NN,3500,63,2718-2-2-63-0,2718,2500,9000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:14:02,2022-07-29 08:31:53,IP Address,190.164.68.139,100,1071,True,2022-07-29 08:31:54,R_5zP7wLk4OOVaQ93,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,"Contactar a alguien para que lo/la asesore ",No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 50% de menores ingresos,Sí,No sabe,10,7,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Hoy,,Hoy,,,,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"Muy buena. Me gusta contestar encuestas y gracias por darnos la oportunidad de participar en esto ",2,OE_USACH_NN,3500,54,6148-2-1-54-0,6148,500,7000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:30:18,2022-07-29 08:44:51,IP Address,190.5.32.139,100,872,True,2022-07-29 08:44:51,R_POh7nRvCPJtkKD7,,,,,-37.0167,-73.1333,anonymous,ES-ES,Nada fácil  1,Sí. ¿Cuál?,"Poco torpe yo con ls tecnología ",7,Sí,Pasivo,8,Pensión Garantizada Universal,,No sabe,Tener ClaveÚnica,No sabe,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No sabe,No sabe,10,5,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Hoy,,Hoy,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Menos de 20 años,10000,100% probabilidades de ganar $720,0,"Experiencia  que tuve me falta más conocimientos ",3,OE_USACH_NN,3500,57,1578-2-1-57-0,1578,1000,7500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:44:48,2022-07-29 08:52:55,IP Address,190.100.224.246,100,487,True,2022-07-29 08:52:55,R_4PD03mXUexOVXVf,,,,,-33.503,-70.6156,anonymous,ES-ES,4,No,,9,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,9,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,6,Interesante,6,OE_USACH_NN,3500,57,7813-2-3-57-0,7813,3000,9500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:44:53,2022-07-29 08:53:08,IP Address,190.46.43.76,100,494,True,2022-07-29 08:53:08,R_3hzEKy3OBU6idpQ,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,7,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,,,,,Más o menos igual al promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,Muchas gracias a la encuesta por la información. Voy a buscar más sobre el tema de pensiones. Me gustó mucho participar en esta iniciativa.,4,OE_USACH_NN,3500,56,4456-1-8-56-0,4456,2000,8500,0,8,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 08:37:12,2022-07-29 08:57:43,IP Address,186.11.19.177,100,1230,True,2022-07-29 08:57:43,R_unbx6ZC5NYRrSVz,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,5,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,9,9,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 30 y 40 años,5,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,5,"Me pareció interesante, adquirir conocimientos es bueno, no sé requirió mucho esfuerzo, estuvo relativamente fácil.",4,OE_USACH_NN,3500,51,2015-2-8-51-0,2015,1500,8000,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:46:31,2022-07-29 09:00:32,IP Address,190.45.91.191,100,841,True,2022-07-29 09:00:33,R_2CVCQAKfdfyjpyP,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,Sí. ¿Cuál?,En realidad entre a los vídeos y aparecen pocos de Chile,4,Sí,Detractor,4,Pensión Básica Solidaria de invalidez,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,9,7,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"Mi experiencia fue entretenida y educativa aprendí y me interese por investigar un sistema que no conocía mucho, como tomar una decisión para mi futura pensión. Agradezco la invitación a la encuesta ",4,OE_USACH_NN,3500,56,316-2-1-56-0,316,1500,8000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:53:35,2022-07-29 09:02:27,IP Address,201.189.161.253,100,532,True,2022-07-29 09:02:27,R_tDH0b2fWtCyBBa9,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Básica Solidaria de invalidez,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,8,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,En desacuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,8,"Muy entretenida, nunca habia cintestado una encuesta así.gracias",5,OE_USACH_NN,3500,57,9828-2-8-57-0,9828,2500,9000,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:54:26,2022-07-29 09:04:45,IP Address,168.196.203.174,100,619,True,2022-07-29 09:04:46,R_3Mcx60iFEEJrfSx,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,5,9,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,5,Amigable de responder,8,OE_USACH_NN,3500,51,7158-2-1-51-0,7158,3500,10000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 08:56:11,2022-07-29 09:05:52,IP Address,181.163.220.67,100,580,True,2022-07-29 09:05:53,R_2CTm9qb4Tf2YSIM,,,,,-35.435,-71.6644,anonymous,ES-ES,4,No,,7,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Nunca se terminaría de pagar el crédito,105000,100% probabilidades de ganar $720,7,"Me gustan las encuesta . Sirve para ayudar a la mente y se adquiere conocimiento , ya q soy de las que investiga las dudas y si tienen un incentivo ... mejor :)",8,OE_USACH_NN,3500,60,4437-2-2-60-0,4437,3500,10000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
