StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q526_Browser,Q526_Version,Q526_Operating System,Q526_Resolution,QRead,Consent_visual,Gender,Tram_jubilacion,Birth,Educ,EpistemicC_1,EpistemicC_2,EpistemicC_3,EpistemicC_4,EpistemicC_5,EpistemicC_6,HSist,HSist_9_TEXT,FamGroup,Longevidad,MAge,DAge,PStable,PBirth,MoAFP,PlanJubi,PlanJubi_6_TEXT,Advice,PAdvice,Q493,EPension_PuvsPri,sesion,time_consent,time_cotizacion,time_baseline_1,time_t1_1,time_t2_1,time_t3_1,time_baseline_p,time_t1_2,time_t2_2,time_t3_2,time_consent_welcome,UserAge,source,perfil,survey,show-up,UID,useridn,website,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,noun,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella,FL_144_DO,FL_135_DO,FL_169_DO,FL_145_DO,FL_74_DO,FL_249_DO,FL_251_DO,FL_256_DO,FL_270_DO,FL_275_DO,FL_210_DO,FL_229_DO,FL_292_DO,FL_307_DO
27/07/2022 05:56,27/07/2022 06:01,IP Address,100,297,TRUE,27/07/2022 06:01,R_2477RrDeWgLVJi8,NA,email,ES-ES,Edge,103.0.1264.62,Windows NT 10.0,3840x1080,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1963,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","De
acuerdo","De
acuerdo","Totalmente
de acuerdo",ISAPRE,,3,,81-90,71-80,Sí,1967,Sí,"Otro (por favor, especifique)",Pensión solidaria y fondos propios,Sí,No,,Beneficios públicos de pensión (PGU),online,,58:34.2,,,,,,00:02.5,,,56:38.5,59,,,OE_USACH_DL_01,6500,1090-1-1-59-,1090,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,,Treatment1-2,,
27/07/2022 05:51,27/07/2022 06:04,IP Address,100,774,TRUE,27/07/2022 06:04,R_3OdgjTfZ0JvdBys,61288,email,ES-ES,Chrome,103.0.0.0,Android 9,412x892,"Sí, he leído y entendido las reglas. Chile, 2022",,F,No,1961,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Sistema Público FONASA grupo A,,2,,71-80,51-60,Sí,1965,Sí,Convertir los fondos en un Retiro Programado,,Sí,Sí,,Beneficios públicos de pensión (PGU),online,,59:42.5,,,,,,,03:49.1,,56:26.2,61,,,OE_USACH_DL_01,6500,223-2-2-61-,223,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,,,,,,,,,,,,,,,Treatment2-2
27/07/2022 06:04,27/07/2022 06:06,IP Address,100,144,TRUE,27/07/2022 06:06,R_1nVERwZfUE6zy7x,86916,email,ES-ES,Safari,4,Android 11,412x915,"Sí, he leído y entendido las reglas. Chile, 2022",,M,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,04:47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 06:12,27/07/2022 06:13,IP Address,100,45,TRUE,27/07/2022 06:13,R_1kNYs8BE0H1iDEy,NA,email,ES-ES,Chrome,103.0.0.0,Android 10,360x740,"Sí, he leído y entendido las reglas. Chile, 2022",,F,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,12:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 06:11,27/07/2022 06:15,IP Address,100,273,TRUE,27/07/2022 06:15,R_0HrmVg5Pr4cNGg1,NA,email,ES-ES,Chrome,75.0.3770.143,Android 11,412x869,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1969,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"De
acuerdo","De
acuerdo","De
acuerdo","De
acuerdo",ISAPRE,,3,,Aún no ha fallecido,61-70,Sí,1967,Sí,Convertir los fondos en un Retiro Programado,,No,No,,Modalidades privadas de pensión (AFP),online,,14:03.2,15:28.2,,,,,,,,11:50.2,53,,,OE_USACH_DL_01,6500,9099-1-7-53-,9099,7,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Baseline-1,,,
27/07/2022 06:11,27/07/2022 06:16,IP Address,100,278,TRUE,27/07/2022 06:16,R_1DouevJIEwvWJTl,55204,email,ES-ES,Safari iPhone,15.5,iPhone,414x896,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1963,Postgrado,"Totalmente
de acuerdo",,"De
acuerdo","De
acuerdo","De
acuerdo","De
acuerdo",ISAPRE,,2,,Aún no ha fallecido,Aún no ha fallecido,Sí,1964,Sí,Convertir los fondos en un Retiro Programado,,No,No,,Beneficios públicos de pensión (PGU),online,,13:54.3,,,,,,,15:02.4,,12:01.8,59,,,OE_USACH_DL_01,6500,6339-1-2-59-,6339,2,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,,Treatment2-2,,
27/07/2022 06:12,27/07/2022 06:16,IP Address,100,293,TRUE,27/07/2022 06:16,R_3G8TXizoOnTuNtw,93978,email,ES-ES,Chrome,103.0.0.0,Windows NT 10.0,1536x864,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1960,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"De
acuerdo","De
acuerdo","Totalmente
de acuerdo","De
acuerdo",ISAPRE,,1,,71-80,61-70,No,,Sí,No sabe,,No,No lo ha pensado,,Modalidades privadas de pensión (AFP),online,,14:50.8,16:49.5,,,,,,,,12:15.5,62,,,OE_USACH_DL_01,6500,6095-1-7-62-,6095,7,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Baseline-1,,,
27/07/2022 06:11,27/07/2022 06:17,IP Address,100,346,TRUE,27/07/2022 06:17,R_2sb5eabT8J63SUD,59068,email,ES-ES,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1959,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"De
acuerdo","De
acuerdo","En
desacuerdo","De
acuerdo",Sistema Público FONASA grupo D,,3,,Aún no ha fallecido,81-90,Sí,1965,Sí,Convertir los fondos en un Retiro Programado,,No,No,,Modalidades privadas de pensión (AFP),online,,08:10.2,,,,09:38.4,,,,,05:10.7,63,,,OE_USACH_DL_01,6500,8368-1-6-63-,8368,6,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment3-1,,,
27/07/2022 06:09,27/07/2022 06:18,IP Address,100,489,TRUE,27/07/2022 06:18,R_1f271roySyyF37Y,NA,email,ES-ES,Opera,70.3.3653.66287,Linux,393x873,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1962,Educación Media científico-humanista o Técnica,"De
acuerdo",,"De
acuerdo","De
acuerdo","En
desacuerdo","Ni de acuerdo,
ni en desacuerdo",Sistema Público FONASA no sabe grupo,,3,,50 ó menos,51-60,Sí,1961,Sí,Convertir los fondos en un Retiro Programado,,No,No,,Modalidades privadas de pensión (AFP),online,,14:07.1,,16:13.8,,,,,,,10:17.6,60,,,OE_USACH_DL_01,6500,198-1-4-60-,198,4,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment1-1,,,
27/07/2022 06:23,27/07/2022 06:24,IP Address,100,42,TRUE,27/07/2022 06:24,R_DqU5WCgCaxkQoJX,NA,email,ES-ES,Safari,4,Android 11,393x851,"Sí, he leído y entendido las reglas. Chile, 2022",,M,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,22:14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 06:23,27/07/2022 06:28,IP Address,100,291,TRUE,27/07/2022 06:28,R_cC6Wbb64ywgad8J,58505,email,ES-ES,Chrome,103.0.0.0,Android 7.1.1,911x683,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1969,Postgrado,"De
acuerdo",,"De
acuerdo","Ni de acuerdo,
ni en desacuerdo","De
acuerdo","Ni de acuerdo,
ni en desacuerdo",ISAPRE,,5,,Aún no ha fallecido,61-70,Sí,1969,Sí,Convertir los fondos en una Renta Vitalicia,,No,No,,Modalidades privadas de pensión (AFP),online,,26:07.4,,,27:40.3,,,,,,23:31.4,53,,,OE_USACH_DL_01,6500,4300-1-5-53-,4300,5,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment2-1,,,
27/07/2022 06:32,27/07/2022 06:33,IP Address,100,52,TRUE,27/07/2022 06:33,R_1CfL4riuR1YLQJl,84128,email,ES-ES,Chrome,103.0.0.0,Android 12,412x915,"Sí, he leído y entendido las reglas. Chile, 2022",,M,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,33:17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 06:27,27/07/2022 06:34,IP Address,100,382,TRUE,27/07/2022 06:34,R_Q3v7EfeCvxYyFmV,88568,email,ES-ES,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1967,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Ninguno,,2,,71-80,51-60,Sí,1962,Sí,No sabe,,No,No,,Beneficios públicos de pensión (PGU),online,,31:44.2,,,,,33:22.6,,,,28:06.9,55,,,OE_USACH_DL_01,6500,211-1-8-55-,211,8,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,,Baseline-publico,,
27/07/2022 06:28,27/07/2022 06:36,IP Address,100,450,TRUE,27/07/2022 06:36,R_2w5F0FCYl6XfoCx,NA,email,ES-ES,Chrome,100.0.4896.88,Linux x86_64,1366x768,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1955,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","De
acuerdo","De
acuerdo",Sistema Público FONASA grupo D,,1,,Más de 90,71-80,No,,Sí,Convertir los fondos en un Retiro Programado,,No,No,,Modalidades privadas de pensión (AFP),online,,33:10.9,,,35:57.6,,,,,,30:12.2,67,,,OE_USACH_DL_01,6500,9825-1-5-67-,9825,5,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment2-1,,,
27/07/2022 06:34,27/07/2022 06:39,IP Address,100,301,TRUE,27/07/2022 06:39,R_2CxMqDPBuZT6BBy,92418,email,ES-ES,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022",,F,No,1958,Postgrado,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Sistema Público FONASA grupo B,,2,,81-90,81-90,No,,Sí,No sabe,,No,No lo ha pensado,,Beneficios públicos de pensión (PGU),online,,37:43.2,,,,,,39:04.9,,,35:32.7,64,,,OE_USACH_DL_01,6500,839-2-1-64-,839,1,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,,,,,,,,,,,,,,,Treatment1-2
27/07/2022 06:45,27/07/2022 06:46,IP Address,100,43,TRUE,27/07/2022 06:46,R_24bEVLEKnUfMZS3,66925,email,ES-ES,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"Sí, he leído y entendido las reglas. Chile, 2022",,F,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,46:02.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 06:46,27/07/2022 06:47,IP Address,100,99,TRUE,27/07/2022 06:47,R_3ee2W1CfgJXmbw4,77231,email,ES-ES,Chrome,103.0.0.0,Android 9,320x694,"Sí, he leído y entendido las reglas. Chile, 2022",,M,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,47:30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 06:47,27/07/2022 06:48,IP Address,100,85,TRUE,27/07/2022 06:48,R_1lmAzNxZMIotNJP,65076,email,ES-ES,Safari iPhone,15.5,iPhone,375x667,"Sí, he leído y entendido las reglas. Chile, 2022",,F,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,48:13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
